year,cbsa_code,cbsa_title,total_population,median_age,median_household_income,per_capita_income,total_housing_units,owner_occupied_units,renter_occupied_units,homeownership_rate,median_home_value,median_gross_rent,rent_as_pct_of_income,population_yoy,income_yoy
2013,37500,"Paragould, AR Micro Area",42580,37.6,38413,19652,18039,10514,6089,63.33,99100,634,30.1,0.84,-0.18
2012,37500,"Paragould, AR Micro Area",42224,37.8,38481,19415,17954,10536,5921,64.02,95200,613,27.9,1.10,-1.56
2011,37500,"Paragould, AR Micro Area",41764,37.6,39090,19262,17798,10864,5514,66.33,92800,603,28.6,1.08,2.31
2010,37500,"Paragould, AR Micro Area",41318,37.3,38209,18225,17685,10616,5538,65.72,88900,568,28.0,,
2023,37540,"Paris, TN Micro Area",32345,45.8,48540,29136,17044,9982,3223,75.59,145200,741,24.2,0.12,1.07
2022,37540,"Paris, TN Micro Area",32305,45.7,48025,28098,16976,9897,3236,75.36,141000,727,25.4,0.02,10.54
2021,37540,"Paris, TN Micro Area",32298,45.7,43444,24949,16945,9845,3093,76.09,110600,681,27.4,0.15,5.87
2020,37540,"Paris, TN Micro Area",32251,45.8,41037,24731,17270,9913,3277,75.16,104500,666,27.9,-0.10,1.32
2019,37540,"Paris, TN Micro Area",32284,45.8,40502,24124,17236,10211,3183,76.24,103300,643,29.8,0.02,-0.82
2018,37540,"Paris, TN Micro Area",32279,45.4,40837,22727,17196,10250,3156,76.46,101200,629,30.1,0.05,1.04
2017,37540,"Paris, TN Micro Area",32263,45.3,40415,22952,17157,10173,3310,75.45,97000,611,30.0,-0.09,5.31
2016,37540,"Paris, TN Micro Area",32291,45.1,38378,23090,17015,9906,3597,73.36,95500,593,30.1,0.07,0.38
2015,37540,"Paris, TN Micro Area",32269,44.9,38234,22207,17007,9987,3484,74.14,94300,601,28.8,-0.03,-1.19
2014,37540,"Paris, TN Micro Area",32279,44.8,38694,21941,17030,9802,3515,73.61,91400,609,28.0,-0.04,4.72
2013,37540,"Paris, TN Micro Area",32293,44.5,36950,22239,16990,9857,3616,73.16,91300,599,28.4,0.07,0.98
2012,37540,"Paris, TN Micro Area",32271,44.1,36593,20674,17042,9934,3380,74.61,89700,591,27.3,0.30,0.36
2011,37540,"Paris, TN Micro Area",32173,43.7,36463,20274,17024,10065,3166,76.07,87700,563,27.5,0.41,-1.01
2010,37540,"Paris, TN Micro Area",32042,43.4,36836,20687,16972,10462,3072,77.30,85000,534,27.3,,
2023,37580,"Paris, TX Micro Area",62042,41.7,57315,30851,28930,16717,8332,66.74,167500,898,29.3,23.72,-1.60
2022,37580,"Paris, TX Micro Area",50149,40.3,58246,29888,22688,13423,6699,66.71,152800,847,29.5,0.43,12.97
2021,37580,"Paris, TX Micro Area",49932,40.2,51561,26686,22641,12959,6971,65.02,122100,771,30.6,0.46,7.34
2020,37580,"Paris, TX Micro Area",49705,40.7,48036,24826,22807,12940,7055,64.72,108500,729,29.1,0.19,6.47
2019,37580,"Paris, TX Micro Area",49611,40.7,45117,25038,22774,12760,7033,64.47,99100,735,28.6,0.16,3.57
2018,37580,"Paris, TX Micro Area",49532,40.8,43562,23833,22692,12552,6761,64.99,94800,710,29.4,0.27,3.23
2017,37580,"Paris, TX Micro Area",49401,40.4,42198,23625,22663,12273,6812,64.31,88100,670,28.7,-0.45,4.75
2016,37580,"Paris, TX Micro Area",49626,40.6,40283,22438,22583,12308,6769,64.52,86300,662,29.1,0.12,-1.14
2015,37580,"Paris, TX Micro Area",49566,40.3,40748,22344,22558,12420,6606,65.28,85900,661,29.5,-0.28,-0.93
2014,37580,"Paris, TX Micro Area",49704,40.5,41130,21523,22531,12443,6522,65.61,84100,645,30.3,-0.09,2.56
2013,37580,"Paris, TX Micro Area",49751,40.2,40104,21468,22487,12656,6760,65.18,85300,632,29.2,0.02,1.20
2012,37580,"Paris, TX Micro Area",49740,40.1,39630,21077,22494,12845,6415,66.69,86900,628,29.4,0.12,-1.05
2011,37580,"Paris, TX Micro Area",49681,39.5,40050,20972,22464,13035,6010,68.44,84300,618,29.0,0.29,5.35
2010,37580,"Paris, TX Micro Area",49536,39.6,38015,20588,22389,13108,5945,68.80,81100,587,28.7,,
2023,37620,"Parkersburg-Vienna, WV Metro Area",88960,44.0,56029,32948,43019,28359,9418,75.07,151600,786,30.3,-0.57,3.42
2022,37620,"Parkersburg-Vienna, WV Metro Area",89474,44.0,54175,31643,43030,28354,9339,75.22,138200,776,31.3,-0.52,8.04
2021,37620,"Parkersburg-Vienna, WV Metro Area",89942,43.8,50142,28959,43086,27694,9607,74.24,127200,751,29.9,-0.23,3.67
2020,37620,"Parkersburg-Vienna, WV Metro Area",90151,43.8,48369,27714,43618,27489,10257,72.83,123800,710,30.1,-0.67,2.44
2019,37620,"Parkersburg-Vienna, WV Metro Area",90758,43.6,47218,27460,43586,27462,10531,72.28,122300,710,29.6,-0.65,3.58
2018,37620,"Parkersburg-Vienna, WV Metro Area",91353,43.4,45586,26828,43556,27733,10784,72.00,116200,698,30.4,-0.50,1.15
2017,37620,"Parkersburg-Vienna, WV Metro Area",91816,43.0,45066,26277,43533,27712,10825,71.91,112300,673,30.1,-0.30,3.52
2016,37620,"Parkersburg-Vienna, WV Metro Area",92088,42.7,43532,25247,43488,27704,10953,71.67,106400,641,30.5,-0.34,4.41
2015,37620,"Parkersburg-Vienna, WV Metro Area",92400,42.6,41693,24222,43508,27772,10850,71.91,104900,619,30.7,-0.01,-1.26
2014,37620,"Parkersburg-Vienna, WV Metro Area",92405,42.5,42223,24447,43450,27972,10353,72.99,103400,611,31.0,-0.18,0.59
2013,37620,"Parkersburg-Vienna, WV Metro Area",92575,42.3,41977,23905,43418,28018,9978,73.74,104100,601,29.6,-42.85,-2.39
2012,37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",161985,42.2,43007,23010,75177,49667,16120,75.50,104500,589,30.4,-0.13,1.44
2011,37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",162200,42.1,42395,23037,75249,49766,16363,75.26,104300,570,29.8,-0.01,1.70
2010,37620,"Parkersburg-Marietta-Vienna, WV-OH Metro Area",162214,41.9,41687,22498,75305,49511,17039,74.40,103600,560,30.6,,
2022,37660,"Parsons, KS Micro Area",20096,40.6,56143,29585,9542,5994,1962,75.34,94600,723,24.3,-0.62,9.17
2021,37660,"Parsons, KS Micro Area",20222,40.7,51425,26698,9580,5913,1944,75.26,80100,687,26.7,1.42,7.31
2020,37660,"Parsons, KS Micro Area",19938,41.2,47922,24963,10039,5872,2398,71.00,76500,652,28.0,-0.90,0.59
2019,37660,"Parsons, KS Micro Area",20119,41.0,47643,24572,10058,5683,2493,69.51,76400,633,29.5,-1.22,-0.05
2018,37660,"Parsons, KS Micro Area",20367,40.6,47668,23524,10071,5656,2377,70.41,78800,622,29.5,-0.90,4.29
2017,37660,"Parsons, KS Micro Area",20553,41.0,45706,22841,10082,5727,2371,70.72,74900,612,28.9,-1.34,9.21
2016,37660,"Parsons, KS Micro Area",20833,40.9,41851,21648,10054,5813,2561,69.42,75300,572,28.7,-1.02,0.99
2015,37660,"Parsons, KS Micro Area",21048,40.6,41439,21006,10070,5833,2580,69.33,70200,559,29.6,-0.83,0.01
2014,37660,"Parsons, KS Micro Area",21225,40.6,41434,20506,10068,5998,2497,70.61,67700,579,27.6,-0.67,1.27
2013,37660,"Parsons, KS Micro Area",21369,40.7,40916,22394,10071,6191,2512,71.14,66100,551,26.7,-0.95,1.99
2012,37660,"Parsons, KS Micro Area",21574,40.3,40117,21509,10102,6214,2625,70.30,64700,548,25.5,-0.63,-1.16
2011,37660,"Parsons, KS Micro Area",21710,40.4,40587,22137,10130,6364,2417,72.47,63500,534,24.4,-0.37,3.94
2010,37660,"Parsons, KS Micro Area",21791,40.3,39049,21021,10170,6404,2548,71.54,64600,499,24.6,,
2012,37700,"Pascagoula, MS Metro Area",162009,36.9,49174,23590,69084,42535,15676,73.07,123300,835,32.1,0.71,0.42
2011,37700,"Pascagoula, MS Metro Area",160872,37.0,48968,23128,68431,42845,15409,73.55,124700,833,31.4,1.09,3.31
2010,37700,"Pascagoula, MS Metro Area",159143,36.8,47401,22211,67068,42235,14760,74.10,121100,800,30.8,,
2023,37740,"Payson, AZ Micro Area",53610,51.4,59089,32645,32614,17944,5309,77.17,247000,1001,27.7,0.36,6.96
2022,37740,"Payson, AZ Micro Area",53419,50.6,55242,29945,32519,17178,5536,75.63,222500,966,27.9,0.39,7.46
2021,37740,"Payson, AZ Micro Area",53211,50.3,51406,27797,32452,17052,5254,76.45,190700,873,27.7,-1.18,9.59
2020,37740,"Payson, AZ Micro Area",53846,50.4,46907,26265,33714,16934,5589,75.19,174300,836,26.9,0.56,7.77
2019,37740,"Payson, AZ Micro Area",53546,50.2,43524,24251,33542,16581,5364,75.56,165800,816,25.8,0.27,3.40
2018,37740,"Payson, AZ Micro Area",53400,49.7,42092,22939,33411,16033,5675,73.86,157600,783,26.3,0.48,2.22
2017,37740,"Payson, AZ Micro Area",53145,49.3,41179,22433,33267,15729,5856,72.87,153600,767,27.1,-0.06,1.44
2016,37740,"Payson, AZ Micro Area",53179,48.9,40593,21470,33138,15383,6025,71.86,139800,762,28.0,0.03,2.12
2015,37740,"Payson, AZ Micro Area",53165,48.6,39751,20583,32952,15209,5700,72.74,134200,742,29.1,-0.14,-0.73
2014,37740,"Payson, AZ Micro Area",53242,48.0,40042,20857,32925,15072,5752,72.38,134100,735,30.5,-0.17,0.22
2013,37740,"Payson, AZ Micro Area",53335,47.9,39954,20792,32749,15619,4982,75.82,134000,743,30.9,-0.19,3.77
2012,37740,"Payson, AZ Micro Area",53436,47.8,38504,20547,32644,15494,4751,76.53,140500,722,34.3,0.10,1.58
2011,37740,"Payson, AZ Micro Area",53380,47.3,37905,20098,32470,15301,4623,76.80,154200,697,33.2,0.20,0.86
2010,37740,"Payson, AZ Micro Area",53272,46.9,37580,19600,32142,15433,4271,78.32,156100,696,31.6,,
2022,37770,"Pearsall, TX Micro Area",18151,33.1,56042,22779,6335,2894,1815,61.46,98000,797,35.6,-1.50,-4.13
2021,37770,"Pearsall, TX Micro Area",18428,32.1,58456,22822,6283,3139,1624,65.90,100500,757,24.8,-7.92,20.01
2020,37770,"Pearsall, TX Micro Area",20013,31.7,48708,20036,5991,3123,1550,66.83,86000,807,29.6,0.71,4.24
2019,37770,"Pearsall, TX Micro Area",19871,31.2,46729,19256,5993,3136,1406,69.04,82200,818,24.2,,
2022,37780,"Pecos, TX Micro Area",14118,35.4,57329,26306,5119,3101,1056,74.60,108900,951,26.2,-3.74,7.26
2021,37780,"Pecos, TX Micro Area",14667,36.7,53448,25307,5043,3091,1012,75.34,98100,838,27.4,-6.36,-11.70
2020,37780,"Pecos, TX Micro Area",15663,35.3,60532,22783,4739,3013,821,78.59,91700,859,35.5,0.47,12.97
2019,37780,"Pecos, TX Micro Area",15590,35.8,53581,20105,4707,2568,980,72.38,64800,873,24.5,3.07,-8.23
2018,37780,"Pecos, TX Micro Area",15125,35.6,58384,20876,4625,2625,1088,70.70,62200,829,19.9,2.26,18.21
2017,37780,"Pecos, TX Micro Area",14791,35.4,49390,18992,4629,2674,1057,71.67,52900,781,21.9,2.44,6.30
2016,37780,"Pecos, TX Micro Area",14438,35.2,46464,18458,4630,2662,1102,70.72,44400,787,22.6,1.83,6.72
2015,37780,"Pecos, TX Micro Area",14179,35.6,43540,17893,4631,2763,953,74.35,44600,708,21.9,1.44,-3.14
2014,37780,"Pecos, TX Micro Area",13978,35.0,44950,18099,4632,2652,1053,71.58,40600,616,22.8,1.47,10.79
2013,37780,"Pecos, TX Micro Area",13775,35.3,40571,15467,4628,2657,885,75.01,40100,546,24.5,1.24,2.51
2012,37780,"Pecos, TX Micro Area",13606,36.4,39577,15843,4658,2643,831,76.08,42800,518,30.2,0.99,11.32
2011,37780,"Pecos, TX Micro Area",13473,35.3,35552,14556,4681,2732,825,76.81,35300,445,30.4,1.54,9.08
2010,37780,"Pecos, TX Micro Area",13269,32.4,32593,13112,4714,2696,932,74.31,31400,447,23.9,,
2023,37800,"Pella, IA Micro Area",33551,39.7,78059,40540,14268,10425,2984,77.75,211100,880,24.9,0.19,5.21
2022,37800,"Pella, IA Micro Area",33487,39.8,74193,38168,14179,10262,3048,77.10,192300,845,25.3,0.32,11.03
2021,37800,"Pella, IA Micro Area",33381,39.6,66822,34545,14068,9996,3245,75.49,163500,767,22.6,0.57,4.19
2020,37800,"Pella, IA Micro Area",33193,39.6,64136,33571,14280,9976,3556,73.72,160100,721,20.8,0.06,5.08
2019,37800,"Pella, IA Micro Area",33172,39.4,61038,30644,14236,9463,3902,70.80,157300,721,22.6,-0.11,4.35
2018,37800,"Pella, IA Micro Area",33207,39.2,58492,28832,14167,9390,3924,70.53,152400,699,24.2,0.24,0.99
2017,37800,"Pella, IA Micro Area",33127,39.5,57917,27815,14110,9313,3785,71.10,146900,654,24.1,-0.21,0.88
2016,37800,"Pella, IA Micro Area",33197,39.2,57412,27020,13997,9466,3560,72.67,144800,652,24.7,,
2012,37800,"Pella, IA Micro Area",33388,38.8,53684,24898,13913,9789,2933,76.95,132700,650,24.2,0.05,-0.09
2011,37800,"Pella, IA Micro Area",33372,38.6,53730,25062,13879,9678,2853,77.23,132300,672,25.5,-0.02,0.67
2010,37800,"Pella, IA Micro Area",33378,38.7,53370,24613,13862,9543,2979,76.21,137300,625,24.8,,
2012,37820,"Pendleton-Hermiston, OR Micro Area",86992,35.8,48453,21180,34155,20160,10417,65.93,139500,655,27.1,0.63,5.47
2011,37820,"Pendleton-Hermiston, OR Micro Area",86451,35.8,45941,20815,34105,20019,10641,65.29,140200,641,26.2,0.62,0.80
2010,37820,"Pendleton-Hermiston, OR Micro Area",85916,35.7,45577,20057,34021,19751,10670,64.93,134300,612,26.1,,
2023,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",516994,38.9,73588,37860,225953,139092,60450,69.71,260500,1267,29.8,1.31,6.07
2022,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",510290,38.9,69374,35688,222708,134369,61692,68.53,232800,1205,29.9,1.41,8.63
2021,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",503173,38.6,63860,32612,219576,130983,61045,68.21,194900,1105,29.2,1.39,8.68
2020,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",496278,38.4,58759,30308,215479,127442,60424,67.84,176600,1046,29.5,1.65,4.91
2019,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",488246,38.3,56007,29335,213004,122756,60862,66.85,164000,1015,29.2,1.30,3.49
2018,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",481964,38.3,54119,28206,210912,118863,61222,66.00,153600,992,29.4,1.10,4.22
2017,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",476702,38.0,51926,26800,208917,116827,61616,65.47,145500,952,29.9,0.68,2.70
2016,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",473477,38.1,50563,25808,206296,113335,62104,64.60,139000,926,29.8,1.31,1.41
2015,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",467348,38.1,49860,25447,204964,112276,60038,65.16,135400,919,30.4,1.08,1.23
2014,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",462339,38.1,49255,25199,203750,112375,57603,66.11,137200,913,31.3,1.31,1.36
2013,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",456374,38.1,48594,24607,202427,113815,55242,67.32,142700,901,32.2,0.98,0.22
2012,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",451950,38.2,48489,24712,201824,115719,52768,68.68,148500,885,32.4,0.94,0.86
2011,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",447741,38.1,48075,24689,200570,118058,49826,70.32,155100,866,32.9,0.44,1.57
2010,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",445778,37.9,47330,24107,199210,118911,49262,70.71,159300,831,32.5,,
2023,37900,"Peoria, IL Metro Area",365773,40.0,70872,40014,167809,111366,41477,72.86,160500,923,28.1,-8.94,4.66
2022,37900,"Peoria, IL Metro Area",401702,40.3,67718,38124,183619,120197,45866,72.38,151300,881,27.9,-0.62,8.03
2021,37900,"Peoria, IL Metro Area",404226,40.1,62684,35136,183504,118950,45843,72.18,136500,815,27.6,0.12,4.31
2020,37900,"Peoria, IL Metro Area",403747,40.1,60094,33028,183156,117806,45660,72.07,133600,776,27.1,-0.77,1.17
2019,37900,"Peoria, IL Metro Area",406883,39.9,59397,32575,182992,117751,45431,72.16,132000,764,27.0,8.67,0.59
2018,37900,"Peoria, IL Metro Area",374426,39.2,59047,31998,166617,107464,42531,71.65,135500,758,27.1,-0.75,3.05
2017,37900,"Peoria, IL Metro Area",377258,39.0,57301,30990,166384,108110,42933,71.58,133300,739,27.0,-0.52,2.12
2016,37900,"Peoria, IL Metro Area",379241,38.9,56111,29951,165564,108521,43320,71.47,133300,720,27.1,-0.19,2.28
2015,37900,"Peoria, IL Metro Area",379947,38.8,54860,29181,165333,108581,43574,71.36,131300,701,27.2,-0.08,0.32
2014,37900,"Peoria, IL Metro Area",380241,38.9,54686,28714,164900,108641,43410,71.45,129900,700,27.6,0.02,1.69
2013,37900,"Peoria, IL Metro Area",380163,38.8,53777,28444,164545,108909,43210,71.59,128500,689,27.7,0.34,-0.27
2012,37900,"Peoria, IL Metro Area",378886,38.7,53925,28573,164272,110529,41407,72.75,128300,678,27.7,0.34,1.33
2011,37900,"Peoria, IL Metro Area",377611,38.5,53219,28213,163853,111076,39999,73.52,125900,672,27.9,0.42,1.46
2010,37900,"Peoria, IL Metro Area",376046,38.3,52451,27739,163236,111023,39478,73.77,123500,657,27.0,,
2023,37940,"Peru, IN Micro Area",35772,41.0,61130,29185,14927,9957,3313,75.03,118000,794,25.0,-0.50,2.65
2022,37940,"Peru, IN Micro Area",35952,41.1,59551,28221,14901,9862,3207,75.46,112800,776,26.1,-0.41,10.77
2021,37940,"Peru, IN Micro Area",36100,40.5,53762,26143,14921,9695,3453,73.74,97900,739,27.2,1.17,6.22
2020,37940,"Peru, IN Micro Area",35684,39.8,50616,24439,15398,9789,3742,72.34,91100,713,28.1,-0.37,-0.08
2019,37940,"Peru, IN Micro Area",35815,40.1,50657,24028,15405,9730,3881,71.49,88700,714,27.3,-0.24,6.74
2018,37940,"Peru, IN Micro Area",35901,40.0,47460,22871,15433,9759,3948,71.20,87200,712,28.2,-0.37,1.70
2017,37940,"Peru, IN Micro Area",36035,39.9,46666,22890,15416,9459,4006,70.25,85500,706,26.3,-0.16,2.23
2016,37940,"Peru, IN Micro Area",36093,39.8,45646,21940,15327,9619,3649,72.50,85600,667,28.4,-0.33,1.02
2015,37940,"Peru, IN Micro Area",36211,40.1,45184,21745,15363,9606,3558,72.97,85500,651,26.3,-0.50,3.01
2014,37940,"Peru, IN Micro Area",36394,40.3,43862,21209,15384,9857,3389,74.41,85100,646,26.4,-0.63,4.38
2013,37940,"Peru, IN Micro Area",36624,40.1,42023,20475,15409,9945,3265,75.28,84100,632,26.5,-0.61,5.54
2012,37940,"Peru, IN Micro Area",36850,39.9,39816,19388,15478,10028,3292,75.29,84200,618,28.9,-0.61,0.18
2011,37940,"Peru, IN Micro Area",37078,39.7,39746,19392,15516,10124,3254,75.68,86800,607,30.6,-0.61,0.66
2010,37940,"Peru, IN Micro Area",37307,39.9,39485,18854,15591,10348,3158,76.62,86100,573,33.6,,
2023,37950,"Petoskey, MI Micro Area",34159,46.4,73724,45122,21886,11214,3390,76.79,275300,1033,26.0,,
2023,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6241882,39.1,89273,49178,2608248,1638472,807410,66.99,326700,1413,30.5,0.14,4.35
2022,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6232894,39.0,85555,47051,2590451,1618790,801034,66.90,304900,1347,30.3,0.28,8.20
2021,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6215222,39.0,79070,43195,2571175,1602406,788934,67.01,270400,1230,30.0,2.02,5.67
2020,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6092403,38.9,74825,40420,2497830,1553148,758304,67.19,259500,1172,30.0,0.22,3.43
2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6079130,38.8,72343,39091,2488203,1534074,746038,67.28,250700,1143,30.5,0.16,4.14
2018,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6069448,38.7,69465,37345,2478671,1523999,740042,67.31,245000,1114,31.1,0.06,4.80
2017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6065644,38.6,66285,35652,2469188,1516332,737139,67.29,240700,1075,31.5,0.30,3.65
2016,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6047721,38.4,63952,34118,2449355,1506198,729007,67.39,237700,1040,31.9,0.20,2.30
2015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6035680,38.3,62513,33238,2444372,1509211,721776,67.65,236600,1018,32.3,0.34,0.55
2014,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6015336,38.2,62169,32850,2440139,1513966,715073,67.92,237600,1011,32.5,0.38,0.40
2013,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5992766,38.2,61923,32548,2434413,1523773,702858,68.43,240200,991,32.4,0.43,-0.01
2012,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5967349,38.0,61927,32345,2431820,1534144,694277,68.84,244100,974,32.1,0.48,0.70
2011,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5938918,37.9,61496,32046,2427440,1541766,683721,69.28,245000,952,31.9,0.46,2.05
2010,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5911638,37.7,60259,31247,2418248,1547288,669475,69.80,243300,918,31.4,,
2012,38020,"Phoenix Lake-Cedar Ridge, CA Micro Area",55205,48.0,48169,26043,31193,15389,6716,69.62,282500,922,34.5,-0.95,1.71
2011,38020,"Phoenix Lake-Cedar Ridge, CA Micro Area",55736,47.2,47359,26084,31157,15679,6478,70.76,304700,905,34.3,-0.60,-0.22
2010,38020,"Phoenix Lake-Cedar Ridge, CA Micro Area",56074,46.6,47462,25483,31033,15580,6612,70.21,332500,901,34.0,,
2023,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4941206,37.7,84703,43395,2030723,1230071,624464,66.33,401400,1581,30.5,1.58,5.96
2022,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4864209,37.4,79935,40787,1996937,1191711,625339,65.58,360600,1432,29.8,1.60,10.70
2021,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4787811,37.1,72211,36842,1965632,1155238,622467,64.98,294700,1268,29.3,-1.49,7.67
2020,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4860338,36.9,67068,34378,1943813,1123410,621809,64.37,269300,1177,29.0,2.07,4.99
2019,38060,"Phoenix-Mesa-Chandler, AZ Metro Area",4761603,36.7,63883,32522,1915023,1073694,619702,63.40,250000,1124,29.1,1.88,4.73
2018,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4673634,36.4,60996,30975,1890525,1035227,622826,62.44,234300,1077,29.2,2.47,5.28
2017,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4561038,36.2,57935,29542,1868414,1005444,617602,61.95,216600,1032,29.3,1.67,4.90
2016,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4486153,36.0,55227,28188,1846867,979617,617024,61.35,196400,989,29.6,1.77,2.80
2015,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4407915,35.8,53723,27240,1832045,967478,602639,61.62,179100,963,29.9,1.62,0.77
2014,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4337542,35.4,53310,26893,1820165,965620,584752,62.28,170200,953,30.3,1.62,0.15
2013,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4268289,35.1,53228,26693,1809295,974939,560521,63.49,170700,944,30.7,1.38,-1.47
2012,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",4210193,34.8,54022,26970,1795393,988259,536636,64.81,185600,944,30.9,1.45,-1.30
2011,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",4150083,34.5,54732,27297,1776467,1001164,514133,66.07,212100,934,30.9,1.70,0.06
2010,38060,"Phoenix-Mesa-Glendale, AZ Metro Area",4080707,34.2,54700,27323,1745666,1008811,492017,67.22,232300,909,30.6,,
2023,38100,"Picayune, MS Micro Area",56781,41.1,56535,28399,25137,17804,3685,82.85,174500,887,28.9,0.76,4.27
2022,38100,"Picayune, MS Micro Area",56351,40.8,54220,27549,24869,17007,4181,80.27,167700,909,29.2,0.68,0.68
2021,38100,"Picayune, MS Micro Area",55972,41.3,53855,26065,24635,16478,3987,80.52,144100,841,28.1,0.83,4.50
2020,38100,"Picayune, MS Micro Area",55512,41.7,51538,25483,25645,16817,4504,78.88,150800,804,26.7,0.53,9.89
2019,38100,"Picayune, MS Micro Area",55219,40.9,46901,23920,25386,16354,4666,77.80,138200,765,27.1,0.13,2.36
2018,38100,"Picayune, MS Micro Area",55149,40.9,45820,23135,25194,16085,4667,77.51,128600,763,27.6,0.18,2.43
